,Company,Job_title,Term,Start_time,Duration,Location,Job_description,Job_responsibilities,Required_qualifications,Salary_Renumeration,Opening_date,Application_deadline,Number_of_job_posting_retrivals,Job_link,Industry
132,"Questrade International Inc., Armenian Branch",Business Technology Support Specialist,Part time,,,"Yerevan, Armenia","Business Technology Support Specialist will be responsible for critical North American start of day activities that are overseen by the Brokerage Operation team in Toronto. The specialist provides expert support to Trading, Back Office and Compliance departments. Responsibilities include monitoring trading, data interfaces, critical batch processes and providing on demand trade support to internal trading departments. Working closely with external vendors and internal IT departments for a variety of functions including reporting, troubleshooting and testing is also a part of daily duties.","Update client positions and cash prior to market open; Process option assignment and exercise adjustments; Evaluate Reorg events and apply trading restrictions where applicable; Distribute reports to Operational teams in Toronto; Generate daily securities lending reports; Use a variety of tools and methods, monitor trading and market data gateways; Troubleshoot any clearing and settlement discrepancies; Participate in Quality Assurance and User Acceptance Testing for upgrades and new releases; Perform other Ad Hoc production support tasks as assigned.","Degree in Computer Science and/ or Finance or a related field; Solid understanding of Microsoft Excel; Experience with financial services/ products and in production support, preferably in the capital markets industry; Good oral and written communication skills in English language; Excellent communications, organizational and teamwork skills; Ability to work accurately and quickly in a fast paced environment; Ability and willingness to learn new industry, company, product, or technical knowledge. DESIRED QUALIFICATIONS: Knowledge of online brokerage operations and financial markets; Working knowledge of both Windows and Linux operating systems; Basic T SQL knowledge (ability to read/ run and update existing SQL scripts); Experience in applications manual testing; Clearing and settlement operations experience.",,2018-08-24,2018-09-23,844,https://www.careercenter.am/ccdspann.php?id=32593,Other
133,BlueNet LLC,Technical Support Specialist,Full time,ASAP,Permanent,"Yerevan, Armenia","BlueNet is looking for an enthusiastic, self motivated, hardworking Technical Support Specialist who will provide technical support to customers in diagnosing, isolating, reproducing and fixing complex technical issues.","Responsibilities include but are not limited to: Analyze, resolve and communicate solutions and answers to customer's technical questions clearly and precisely in English language, both in written or verbal form; Manage and maintain accurate and timely records in the Company's ticketing system; Keep up to date and remain technically competent relative to BlueNet best practices and its products; Troubleshoot problems in real time and provide solutions; Cooperate with development, QA and professional services teams; Work as part of a multi disciplined and multinational team; Document known issues in the BlueNet portal and create how to articles; Help, build and improve the existing knowledge base; Help with improving the customer experience with BlueNet's products and services; Contribute to the overall success of the Company.","1 year of work experience in a service oriented, customer support, technical support or a related field; Enthusiasm and ability to thrive in an atmosphere of constant change; Good working level of verbal and written English language; Willingness to learn new technologies and various communication and collaboration platforms; Knowledge of networking technologies and information systems; Proper phone and e mail etiquette; Self motivated person with ability to work independently to resolve all but most complex issues; Knowledge of customer service principles and practices; Effective listening and communication skills; Willingness to co operate with others and work for the greater good; a true team player; Experience with Windows Server, Active Directory, SMTP, Microsoft Exchange Server and Microsoft SQL Server will be considered a plus.",Highly competitive,2018-08-24,2018-09-23,734,https://www.careercenter.am/ccdspann.php?id=32589,Other
134,BlueNet LLC,Senior .Net Developer,Full time,ASAP,Permanent,"Yerevan, Armenia",BlueNet LLC is looking for a Senior .Net Developer to join its team.,,"At least 6 years of experience in application development; full stack experience developing UI and back end components; Extensive experience in developing custom services, components, or modules using C# and .NET framework; Strong knowledge of ASP.NET MVC, ASP.NET Web API development; Strong knowledge of modern claims based authentication/ authorization mechanisms like OAuth and OpenID Connect; Experience with SQL Server data design, including tables, queries, SQL, etc.; Experience in Service Oriented Architecture (REST/ SOAP, Web API, WCF); Experience with web based programming using XML/ HTML/ JavaScript; Experience with Git for software version control; Knowledge of Object Oriented Design methodologies; Strong analytical and problem solving skills with excellent written and verbal communication skills; Experience with Scrum or other Agile methodology; Ability to collaborate and work with other team members; Self motivated person with an ability to take on tasks with little direction from leadership; Excellent troubleshooting skills and ability to grasp new concepts and technologies quickly; Good judgment in developing code to address business requirements; Ability to meet deadlines and delivering high quality results; Experience with testing: unit testing, integration testing and automated testing with UI based tools sets.",Highly competitive,2018-08-24,2018-09-23,585,https://www.careercenter.am/ccdspann.php?id=32588,Information Technology
135,GammaShin LLC,Administrative Assistant,Full time,Immediately,Long term,"Yerevan, Armenia","GammaShin LLC is looking for an Administrative Assistant to join its team. The incumbent will provide support to the management of the Company in organizational, logistical, paperwork and information aspects of the daily work of the Company.","Fill the paperwork for state and private tenders; Administer communication with external parties through official mail and other means; Monitor, coordinate and control document flow for certain projects; Provide assistance in procurement and logistics for certain projects; Administer the content of the Company's website; Translate documents and serve as a translator if needed; Perform other job related duties as assigned.","University degree; Experience in a relevant position is desired; Good communication skills; Fluency in Armenian, English and Russian languages; Ability to work effectively and manage multiple priorities; Good knowledge of MS Office package.",,2018-08-23,2018-09-22,1657,https://www.careercenter.am/ccdspann.php?id=32583,Admin & Clerical
136,MBM LLC,Brand/ Import Manager,,,Permanent,"Yerevan, Armenia",MBM LLC is looking for a candidate for the position of Brand/ Import Manager to join its Import Department.,"Oversee the information related to shipping process on the daily basis; Prepare and maintain cargo shipment, orders and delivery documents; Register cargo data, weight, payment and damages; Negotiate with suppliers to ensure timely delivery; Prepare and present different types of reports; Perform other administrative and organizational activities.","Higher education; At least 1 year of work experience in the relevant field; Computer literacy; Honesty, diligence and strong sense of responsibility; Flexible logic, analytical thinking skill; Ability to work in a team; Ability to make quick decisions; Fast acting, active, stress resistant person; Knowledge of English and Russian languages.","150,000 AMD (Net), with salary growth possibility.",2018-08-23,2018-09-22,1276,https://www.careercenter.am/ccdspann.php?id=32587,Management
137,Lavr LLC,QA  Specialist,,,,"Yerevan, Armenia",Lavr LLC is looking for a QA Specialist to join its team.,"Review requirements, specifications and technical design documents to provide timely and meaningful feedback; Plan, conduct and monitor testing and inspection of materials and products to ensure finished product quality; Create detailed, comprehensive and well structured test plans and test cases; Estimate, prioritize, plan and coordinate testing activities; Design, develop and execute automation scripts using open source tools; Identify, record, document thoroughly and track bugs; Perform thorough regression testing when bugs are resolved; Develop and apply testing processes for new and existing products to meet client needs; Monitor debugging process results․","At least 2 years of experience in mobile and web testing industry; Experience in manual and automated testing; Strong knowledge of software QA methodologies, tools and processes; Experience in writing clear, concise and comprehensive test plans and test cases; Excellent communication skills; Ability to read blueprints and understand voltmeters, technical drawings, manuals and other materials in the QA process; Familiarity with bug tracking software; Experience in diagnosing, reporting, tracking, and resolving issues; Excellent communication, problem solving and analytical skills; Ability to prioritize and be responsible for the execution of project tasks in a high pressure environment.",Competitive,2018-08-23,2018-09-22,811,https://www.careercenter.am/ccdspann.php?id=32568,Information Technology
138,"""Mehrabyan &amp; Sons"" LLC",Chief Accountant,,ASAP,,"Yerevan, Armenia","""Mehrabyan &amp; Sons"" LLC is currently seeking an experienced Chief Accountant to join its team.","Handle full spectrum of financial and cost accounting role; Responsible for day to day finance and accounts operations; Perform full set of accounts and ensure timely closing of accounts; Perform project cost budgets, cost tracking, monitoring and control; Responsible for timely monthly consolidated financial statements, payments, cash flow management reporting for submission to HQ; Responsible for employment contracts handling and salary calculation; Perform cash flow forecasting, budgeting and cost analysis; Ensure the Company's requirements for tax and labor legislation, RA accounting standards and other legal acts; Prepare and present tax and financial reports to RA Tax Inspection, State Labor Inspectorate, as well as other state or local self governing bodies; Implement tax and other mandatory payments within the time and procedure stipulated by the RA legislation; Take actions related to prevention of losses and improper spending of material assets and cash, as well as actions to prevent failure to comply to laws related to financial activity; Provide methodical support to the Company staff.","Higher professional education; At least 5 years of work experience in a relevant field; Work experience in the production or construction field as a Chief Accountant; Excellent knowledge of the RA Civil Code and Tax Code; Excellent knowledge of MS Office; Excellent knowledge of the accounting software (1C, Armenian Software and E invoicing); Knowledge of Armenian, Russian and English languages; Negotiation skills; Ability to thrive in deadline driven environment.",,2018-08-23,2018-09-22,981,https://www.careercenter.am/ccdspann.php?id=32585,Accounting & Bookkeeping
139,"""DCA"" CJSC",Assistant to General Director,,Immediately,Long term,"Yerevan, Armenia","""DCA"" CJSC (Diamond Company of Armenia) is seeking an Assistant who will be responsible for administrative assistance to the Company's General Director.",Follow appropriate checkin and checkout procedures; Answer calls and take messages; provide information to callers; Take and relay accurately and timely messages from telephone callers and answer queries where possible; Translate articles from Russian and English languages into Armenian language and vice versa; Provide general administrative and clerical support; Maintain appointment diary.,"Higher education; Excellent knowledge of Armenian, English and Russian languages; Knowledge of customer service principles and practices; Excellent self presentation skills; Ability to prioritize and manage tasks; Proficiency in MS Word, Excel, Power Point, Outlook and Internet; Very effective organizational skills; Attention to details.","200,000 AMD (Net)",2018-08-22,2018-09-21,2243,https://www.careercenter.am/ccdspann.php?id=32579,Management
140,"Dexatel, Representative Office in Armenia",Digital Marketing and Communications Specialist,,Immediately,Long term,"Yerevan, Armenia",Dexatel is looking for a qualified Digital Marketing and Communications Specialist to join its team. The incumbent will lead the Company's marketing efforts using top and new media and digital tools.,"Establish the Company's web presence to boost brand awareness; Advertise the Company and products/ services on various media; Coordinate the design of promotional material and distributing in online and offline channels; Design digital media campaigns aligned with business goals; Maintain a strong online company voice through social media; Stay up to date with digital media developments; Identify opportunities for applying new technologies, digital products and services to online campaigns; Craft and send regular newsletters with Company updates; Join social media groups and professional platforms to discuss industry related topics; Monitor corporate website and social media pages and address clients' queries; Gather customer feedback to inform sales and product teams; Monitor and report on effectiveness of marketing communications.","Bachelor's degree in Marketing, Communications, Public Relations or a relevant field; Proven work experience as a Digital Marketing Specialist or Marketing Communications Specialist; Experience with marketing campaigns on social media; Familiarity with B2B and B2C advertising campaigns; Proficiency in MS Office; Excellent verbal and written communication skills; Confident and dynamic personality; Good presentation skills; Good communication skills; Strong creative outlook; Knowledge of SEO and Google Analytics; Knowledge of Facebook and Google Ad.","Highly competitive, based on previous experience and skills, plus paid leaves, birthday off, insurance, social events and monthly gatherings.",2018-08-22,2018-09-21,908,https://www.careercenter.am/ccdspann.php?id=32574,Marketing & Advertisement
141,"Dexatel, Representative Office in Armenia",International Marketing and Sales Specialist,,Immediately,Long term,"Yerevan, Armenia",Dexatel is looking for a qualified International Marketing and Sales Specialist to join its team.,"Build and develop relationships with the Company's partners in the global market; Generate, retain and profitably increase sales volume and profitability through proactive management of new and assigned accounts; Identify new business opportunities for B2B market; Suggest and implement initiatives for account growth with new and existing customers; Work closely with functional support teams to review progress/ problems and ensure follow through on revenue tracking and reporting issues; Work actively with the product development team to meet customer requirements; Lead all aspects of the sales and marketing process based on business needs; involve other team members to assist in solution development and proposal delivery.","Advanced sales and marketing skills to create, maintain and enhance customer relationships; Goal driven, persistent and skilled negotiator; Excellent written and oral communication skills in English language; Highly motivated, detail oriented and initiative personality who will become a great team player; Ability to handle stressful situations and deadline pressure.","Highly competitive, based on previous experience and skills, plus paid leaves, birthday off, insurance, social events and monthly gatherings.",2018-08-22,2018-09-21,972,https://www.careercenter.am/ccdspann.php?id=32575,Marketing & Advertisement
142,PicsArt LLC,Mobile QA Team Lead,,,"Long term, with 3 months of probation period.","Yerevan, Armenia",PicsArt LLC is looking for a Mobile QA Team Lead. PicsArt team needs a great Mobile QA Team Lead to test many large feature releases as the Company works towards continued growth.,"Lead a robust team of QA Engineers; Implement, document and maintain the creation of software tools used to perform build verification and regression tests and drive the software development process towards quality centric methodologies; Use various tools to gather crash logs, console output and network traffic logs; Build and test on various mobile platforms; Create, edit and follow test cases; Attend meetings to report progress and critical issues.","At least 5 years of work experience in software QA testing; At least 2 years of work experience in a lead/ mentor role; Proficiency in software development methodology with coding experience in Java or other object oriented programming languages; Strong background in software quality, test automation frameworks and testing methodologies. A demonstrated expertise in Mobile testing; Familiarity with Software Development Lifecycle (SDLC) and Agile methodologies; Experience with bug tracking systems; Strong knowledge of iOS and Android platforms with ADB and xCode; Experience with Charles.",Highly competitive,2018-08-22,2018-09-21,610,https://www.careercenter.am/ccdspann.php?id=32573,Other
143,Varks.am,Night Shift Contact Center Specialist,Part time,,"Permanent, with a probation period of 3 months.","Yerevan, Armenia",Varks.am is seeking a successful candidate for the position of Night Shift Contact Center Specialist who will provide the Company's information in an efficient and timely manner.,Provide service to current and potential customers through an online consultant service; Implement telephone surveys in order to reveal customer demands; Fix customer problems at the first contact and transfer non resolved problems as complaints to the Troubleshooting Supervisor; Inform customers about new offers and services; Inform customers about the complaint status and resolution; Carry out satisfaction inquiry campaign established by the Quality Team; Apply retention and customer loyalty during all contacts; Carry out retention and loyalty campaigns established by the Retention and Loyalty Team.,"Higher education; Knowledge of Armenian, Russian and English languages; Computer skills; Excellent oral expression skills; Listening skills; Ability to engage in teamwork; Sales skills.",,2018-08-22,2018-09-21,708,https://www.careercenter.am/ccdspann.php?id=32580,Other
144,Finlex LLC,Accountant,,ASAP,,"Yerevan, Armenia",Finlex LLC is looking for a highly motivated and qualified candidate for the position of Accountant who will perform accounting activities in accordance with the RA legislation requirements. Beginner specialists are also encouraged to apply.,"Perform client organizations accounting records maintenance; Responsible for acceptance and supervision of initial accounting document flow in accordance with the appropriate direction; Participate in preparatory and realization works of effective usage of financial means and their regulation; Responsible for proper, timely preparation and submission of reports; Perform taxes, duties and other payments related functions to state and community budgets; Implement economic analysis of the Organization's financial and economic activities based on accounting and reporting data.","Higher education in Accounting, Finance, Economics or in a related field; Work experience in accounting is desirable; Knowledge of MS office, AS and 1C; knowledge of other accounting programs is desirable; Knowledge of the RA tax legislation and International Accounting Standards (IFRS); Excellent communication and teamwork skills; Problem solving skills, developed logic and analytical thinking; Ability to quickly navigate in short terms and challenging environment; Organizational skills and high sense of responsibility.",,2018-08-22,2018-09-21,849,https://www.careercenter.am/ccdspann.php?id=32578,Accounting & Bookkeeping
145,Acquerant AM LLC,Asterisk Developer,Full time,ASAP,Long term,"Yerevan, Armenia",Acquerant AM LLC is looking for an Asterisk Developer to join its team.,"Manage all aspects of Asterisk systems administration including performance monitoring and tuning; Responsible for building and configuration of Asterisk systems; Work with the team to integrate VoIP platform and development in the data centers; Maintain the VoIP related performance metrics by responding to alarms and errors trends; Maintain and develop Asterisk applications and servers; Responsible for scripting, systems administration, VoIP load balancing, SIP signaling, etc.","Bachelor's degree in Telecommunication, Computer Networking or a related field, or equivalent work experience; At least 2 years of experience in network/ IP Telephony administration and support; Experience in supporting Asterisk and open source IPPBX platforms; Experience in using network protocol analyzers; Experience in capturing and reviewing packets to identify problems affecting the call quality or the call connection; Very strong networking background; Proficiency in Bash, Perl, PHP as well as SQL; Familiarity with VoIP; Strong communication and client facing skills; Troubleshooting skills; Teamwork skills; Excellent multi tasking, prioritizing, and organizational skills; Flexible working attitude with a ""can do"" approach.",,2018-08-22,2018-09-21,415,https://www.careercenter.am/ccdspann.php?id=32570,Information Technology
146,BDO Armenia CJSC,Chief Accountant,Full time,ASAP,Long term,"Yerevan, Armenia","The Chief Accountant will be responsible for the smooth functioning of the Financial Unit. She/ he will oversee operations to insure Company efficiency, quality service, and cost effective management of resources.","Report, analyze, and ensure integrity of all financial information; Determine proper handling of financial transactions; Maintain the system of accounts and keep records on all Company transactions and assets; Review, investigate, and correct errors and inconsistencies in financial entries, documents, and reports; Closely maintain and monitor the fixed assets and inventory systems; Prepare annual financial statements in accordance with IFRS requirements; Prepare management reports to summarize and interpret current and projected company financial position; Handle budgets and manage the costs; Prepare and timely submit all necessary tax, statistical and other obligatory reports.","Degree in Accounting or Finance; MBA is a plus; Certified accountant's qualification is a plus; Being an ACCA student will be a plus; At least 3 years of professional experience as a Chief Accountant at service company; Excellent knowledge of spoken and written Armenian, Russian and English languages; Excellent knowledge of IFRS, RA tax and accounting laws and regulations; Proficiency in MS Office and accounting software programs (ArmSoft); Strong analytical and excellent communication skills; Demonstrated teamwork and organizational skills; Self motivated personality; ability to work under pressure proactively and independently.",Based on Company's remuneration scheme.,2018-08-22,2018-09-21,1163,https://www.careercenter.am/ccdspann.php?id=32559,Accounting & Bookkeeping
147,BDO Armenia CJSC,Senior Accountant/ Consultant,Full time,ASAP,Long term,"Yerevan, Armenia",The Senior Accountant/ Consultant shall provide accounting and tax consulting and represent the customer in the frames of customer's and the Company's interests. The incumbent shall perform his/ her job responsibilities under supervision and control of the Head of Accounting and Advisory Services.,"Lead the Accounting team, including accountants and junior accountants engaged in assigned project; Support accountants and junior accountants engaged in the project when necessary; Lead non experienced employees and engage them in Company's development process; Process and implement customer's daily accounting transactions; Prepare initial accounting documents and control supporting documentation; Prepare all documents necessary for transactions with customer's bank accounts; Responsible for bookkeeping and monitoring of customer's fixed assets, intangible assets and inventories; Prepare and submit monthly, quarterly and annual reports to RA state authorities; Prepare financial and management reports in timely and proper manner, provide consultancy on international accounting standards; Support new services and business development process; Assist in preparation of offers, reports and presentations; Perform other job related responsibilities that may be required for the Company and/ or successful completion of Company's projects.","University degree in Economics, Finance or Accounting; At least 3 years of accounting experience; Being an ACCA student will be a plus; Certified accountant's qualification is a plus; Good knowledge of IFRS, RA tax and accounting laws and regulations; Proficiency in MS Office and accounting software programs (AS, 1C); Excellent knowledge of spoken and written Armenian, Russian and English languages; Strong analytical and excellent communication skills; Demonstrated teamwork and organizational skills; Ability to meet tight deadlines and work under pressure.",Based on Company's remuneration scheme.,2018-08-22,2018-09-21,948,https://www.careercenter.am/ccdspann.php?id=32560,Accounting & Bookkeeping
148,"Questrade International Inc., Armenian Branch",Junior Technical Writer,,,,"Yerevan, Armenia","The ideal candidate should have a background as a Technical Writer in the financial services, capital markets and trading industry spans writing and management of the development cycle for user manuals, quick start and tutorials, software specs and standards, software architecture diagrams and training materials. Junior Technical Writer should also work comfortably with software business units including product owners, QAs and developers.","Collaborate with multiple stakeholders to document new builds, including proprietary software, products, and services: this could include the development, writing and organizational logic for product manuals, trouble shooting documents, FAQs and help topics; Write content (from notes to full length documentation) for ""how to"" examples, presentations, release notes, software diagrams, etc.; Own content over the full development lifecycle; Identify and recommend steps to resolve documentation and/ or process issues: this can include suggestions for improvements to systems; Work closely with the Trading and Software Development team to ensure the software documentation is understandable and complete; Review current technical materials, then analyze and copy edit for readability, accuracy, and efficacy.","Degree in a relevant field and/ or at least 1 year of relevant experience; Experience in technical writing, specifically in the financial services industry and/ or documenting finance related software; Experience in creating software architecture diagrams; Knowledge of technical analysis tools; Impeccable grammar, writing, editing, and proofreading skills; Ability to work in a team environment and interact effectively with project stakeholders; Strong problem solving and decision making skills; Excellent time management and organizational abilities that facilitate structured teamwork; Reliable person, self starter with attention to detail and enthusiasm for quality; Ability to write clearly in English language about complex topics.",,2018-08-22,2018-09-21,722,https://www.careercenter.am/ccdspann.php?id=32561,Information Technology
149,"Questrade International Inc., Armenian Branch","Quality Assurance Analyst, Web and Mobile",,,,"Yerevan, Armenia","The Quality Assurance (QA) Analyst, Web and Mobile will provide expertise in the area of QA activities for applications developed by the Questrade Technology Group (QTG), with particular focus on the trading platform, web components and high volume data flow and transactions.","Write test cases throughout the development lifecycle; Plan, schedule and perform manual and automated software tests; Develop automated regression test suites using automated testing tools; Foster a continuous improvement approach to QA activities; Review tools implementations and encourage best practices and sound design principles while remaining practical and deadline driven; Train other departments on the use of custom developed tools; Work closely with Development team to perform early testing on components prior to integration builds; Manage defect tracking; monitor and report results; Report QA status, as appropriate, to keep project stakeholders informed on deliverables and timelines.","BS in Computer Science or a related field; At least 2 years of experience as a QA Analyst with solid progression in responsibility; Advanced knowledge of web automation testing tools (Selenium); Experience in testing of Web and Mobile based applications; Knowledge of T SQL is a plus; Advanced knowledge of system development lifecycle, methodology and testing knowledge; Experience in working with Agile methodologies is a plus; Solid knowledge of the quality assurance techniques, testing concepts, methodologies and tools; Excellent analytical skills with ability to investigate and research multiple sources; Strong understanding of test automation; Excellent knowledge of JavaScript; knowledge of Python, Java or similar programming languages is a plus.",,2018-08-22,2018-09-21,619,https://www.careercenter.am/ccdspann.php?id=32562,Information Technology
150,Future Financial Technologies LLC,Financial Analyst,,,,"Yerevan, Armenia",Future Financial Technologies LLC is looking for a candidate for the position of the Financial Analyst.,"Analyze, evaluate and forecast Company's financial indicators; Develop mathematical models; Develop risk assessment models and mechanisms; Regularly prepare and present required reports.","Higher education in Economics, Finance or Mathematics; Good knowledge of the theory of probability, statistics and economics; Excellent knowledge of Russian and English languages; Analytical thinking skills; Ability and desire to learn new things; Ability to work in a team; Strong interpersonal and communication skills.",,2018-08-21,2018-09-20,1884,https://www.careercenter.am/ccdspann.php?id=32497,Finance & Consulting & Banking
151,Miniso AM LLC,Store Sales Assistant,Full time,ASAP,"Permanent, with 1 month of probation period.","Yerevan, Armenia","Miniso AM LLC is looking for an energized, motivated and self driven individual for the position of Store Sales Assistant. This position is an opportunity for a candidate looking to grow in an international retail company.","Deal with customer queries and complaints; Manage and motivate the team to increase sales, meet sales goals and ensure efficiency; Protect employees and customers by providing a safe and clean store environment; Analyze and compare data for effective merchandising.","At least 1 year of similar work experience; Fluency in Armenian, Russian and English languages; Excellent organizational and communication skills; Attention to details.",Highly competitive,2018-08-21,2018-09-20,871,https://www.careercenter.am/ccdspann.php?id=32566,Management
152,InScope LLC,PHP Developer,,,,"Yerevan, Armenia",InScope LLC is looking for a PHP Developer to join its team.,,"At least 3 years of experience in web programming; Good experience with PHP frameworks, especially Laravel; Proficiency with front end technologies, such as JavaScript, HTML5 and CSS3; Good knowledge of PHP, MySQL database design, programming and administration; Understanding of code versioning tools, such as GIT; Good understanding of MySQL, Linux (Ubuntu) and Apache; familiarity with Memcache and Redis; Responsible person with good communication skills and attention to details.",,2018-08-21,2018-09-20,581,https://www.careercenter.am/ccdspann.php?id=32546,Information Technology
153,IKO Machinery LLC,Logistics Specialist,,ASAP,Long term,"Yerevan, Armenia",IKO Machinery LLC is looking for a motivated and qualified candidate for the position of Logistics Specialist.,Organize and control the shipment processes and order cycles; Implement the logistic strategy constantly focusing on the quality/ service/ cost optimization; Conclude contracts with international as well as local logistics and transportation companies; Prepare freight request quotations according to the stipulated procedure; Ensure the efficient running of administration and office procedures; Negotiate the freight pricing conditions between logistics network and sales/ customer; Organize and run both international and local level logistics projects; Lead both verbal and written communication; Prepare reports upon requests of Company management.,"University degree (desirable in technical sciences); 1 year of experience in logistics; experience in international freight forwarding sector is highly preferable; Strong knowledge of the international trade regulations (INCOTERMS 2010), including customs procedure, in Armenia and CIS countries; Good analytical and organizational skills; Ability to work under time pressure; Computer literacy (Word, Excel, Outlook, 1C); Good knowledge of English, Armenian and Russian languages; Strong communication skills; Results orientation and time management skills.","Highly competitive, based on previous experience and skills; insurance package.",2018-08-21,2018-09-20,931,https://www.careercenter.am/ccdspann.php?id=32558,Admin & Clerical
154,Varks.am,Debt Collection Specialist,Full time,ASAP,"Permanent, with a probation period of 3 months.","Yerevan, Armenia",Varks.am is seeking a successful candidate for the position of Debt Collection Specialist whose duties  include collection visits and correspondence in a fast paced goal oriented collection department.,"Make collections and track loan repayments; Ensure that payments are made on time and in the correct amount using different methods to contact the debtors, e.g. letters, visits trying to arrange a suitable repayment plan; Locate and contact debtors to inquire of their payment status; Negotiate with customers, collect bad debts and default payments; Negotiate payoff deadlines or payment plans; Take actions to encourage timely debt payments; Handle questions or complaints; Create trust relationships with debtors when possible to avoid future issues; Collect and verify information on the financial state of customer; make suggestions to review the loan conditions if necessary based on analysis and predictions; Perform other duties related to debt collection tasks as assigned by the management.",Higher education in Economics or Law; Experience as a Debt Collection Specialist will be a plus; Familiarity with laws related to debt collection; Awareness of customer crediting procedures; Strong interpersonal and communication skills; ability to work in a team; High sense of responsibility; Patience and ability to manage stress; Negotiation and persuasion skills; Problem solving skills; Working knowledge of MS Office and databases; Excellent knowledge of Armenian and Russian languages; knowledge of English language is a plus.,,2018-08-21,2018-09-20,526,https://www.careercenter.am/ccdspann.php?id=32555,Finance & Consulting & Banking
155,Energize Global Services CJSC,Python Developer,,ASAP,Long term,"Yerevan, Armenia","Energize Global Services CJSC is looking for an experienced Python Developer to be engaged in different long term projects. The incumbent will have the opportunity to work with POS terminals, developing various script in Python and Linux Bash for testing the behavior of POS terminals. He/ she be responsible for scripting (Python and Bash) for test automation.","Create Python and Bash scripts to test the POS terminal by handling screens, validating terminal messages, and checking output data; Add existing functionality in regression/ daily processing using Python; Test POS terminals using a general test framework; Monitor that all tasks given to the Staff are being implemented on time and according to the required standard; Responsible for trained terminal and server configuration to allow run tests in the general test framework; Create Python scripts to test the police mode of POS terminals; Integrate testing with daily test environment.",University degree in Computer Science is desired; At least 2 years of work experience in software development with Python; Object oriented programming skills; strong knowledge of Linux; strong knowledge of Python; Profound knowledge of and proven work experience with Bash Script and XML; Strong communication skills in English language; Strong analytical skills and very good problem solving ability; Ability to communicate effectively with software team; Self motivated and driven personality with a positive attitude; Strong team player; Willingness to get trained in Brussels. DESIRED QUALIFICATIONS: Experience with source code revision tools (e.g. CVS and Git); Knowledge of C/ C++; Work experience with Agile/ Scrum.,"Highly competitive, depending on previous experience and skills; insurance package; English and French in house courses.",2018-08-20,2018-09-19,723,https://www.careercenter.am/ccdspann.php?id=32554,Information Technology
156,RedKite LLC,SQL Developer,,,Permanent,"Yerevan, Armenia","RedKite LLC is looking for an SQL Developer. As part of the Agile Business Intelligence Development and Support Team the incumbent will be responsible for the deployment, customization and implementation of SQL databases and database applications for the existing as well as new business logic and applications within the Microsoft Dynamics platform for the enterprise. The SQL Developer will also develop SSIS, SSRS, SSAS packages and maintain the data services necessary for the business logic implementation in the Microsoft Dynamics CRM platform, as well as participate heavily in application integration, exporting of data and generating reports.","Develop and design tables, stored procedures, views and functions; Develop high quality database solutions; Develop and implement MS SQL 2012 2017 environments; Design, develop and implement a wide array of standardized and ad hoc reports using SQL; Use Server Reporting Services (SSRS) and other BI tools; Support the Company's business functionality through features/ modules (i.e. CRM, sales order processing, purchasing, inventory management, shipping, and accounting) and create appropriate reports for the platform; Develop, implement and optimize stored procedures and functions using T SQL; Build appropriate and useful reporting deliverables; Analyze existing SQL queries for performance improvements; Suggest new queries; Develop procedures and scripts for data migration; Respond to and resolve database access and performance issues; Monitor and maintain scheduled jobs, backups and SQL replication; Write manuals or explain database's function; Create, maintain and modify scripts for report generation; Determine how data should be organized, who should have access to different data and how it should be displayed; Construct, install and test the database system.","Bachelor's or master's degree in Computer Science or a similar field; At least 5 years of experience as an SQL Developer or in a similar role; Excellent understanding of Microsoft SQL Server; Demonstrated knowledge of SQL databases and T SQL, including creating stored procedures, user defined functions, views and SQL Server; Experience with supporting Microsoft products (SQL Server, SharePoint); Experience with SSIS, SSRS and SSAS; Experience with any other BI framework; Experience with source control management systems and continuous integration/ deployment environments; Familiarity with agile software delivery methodologies such as Scrum; Good verbal and written communication skills; Good knowledge of English language.","Competitive, depending on previous experience and skills, bonus programs, trainings, professional development opportunities.",2018-08-20,2018-09-19,604,https://www.careercenter.am/ccdspann.php?id=32549,Information Technology
